ability_id,effect_id,effect_type,mechanic,value,unit,scaling_attribute,scaling_coefficient,calculation_rule,condition,trigger,target_scope,nonhero_behavior,objective_behavior,stacking,max_stacks,duration,cooldown,charge_up_time,tick_interval,confidence,source_ids,notes
graves_borrowed_decree,stacking_debuff_tick_rate,crowd_control,stacking_debuff_tick_rate,0.25,seconds,,,,base ability state,,ability-defined,,,,,,,,0.25,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_burst_count,summon,summon_burst_count,2,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_burst_frequency,summon,summon_burst_frequency,0.1,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_frequency,summon,summon_frequency,4,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_health,summon,summon_health,180,health,power_increase,8,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_initial_delay,summon,summon_initial_delay,0.3,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_lifetime,summon,summon_lifetime,20,seconds,duration,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_max_count,summon,summon_max_count,32,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_melee_damage,summon,summon_melee_damage,40,damage,spirit,0.5,value = 40 + 0.5 * spirit,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,summon_search_radius,summon,summon_search_radius,4,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,tech_armor_damage_reduction_per_stack,damage,tech_armor_damage_reduction_per_stack,-0.5,percent,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,tech_power,stat,tech_power,0,flat,power_increase,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,tick_rate,stat,tick_rate,0.4,seconds,,,,base ability state,,ability-defined,,,,,,,,0.4,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier,summon,zombie_summon_modifier,Summonzombiesarea,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
graves_borrowed_decree,zombie_summon_modifier_summon_modifier,summon,zombie_summon_modifier_summon_modifier,SummonBuffs,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
graves_borrowed_decree,zombie_summon_modifier_summon_decay_modifier,summon,zombie_summon_modifier_summon_decay_modifier,SummonDecay,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
graves_borrowed_decree,zombie_summon_modifier_forward_walk_distance,summon,zombie_summon_modifier_forward_walk_distance,0,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier_spawning_in_modifier,summon,zombie_summon_modifier_spawning_in_modifier,Spawningin,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
graves_borrowed_decree,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_1,summon,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_1,Immobilized,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_2,summon,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_2,CommandRestricted,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_3,summon,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_3,UnitStatusHealthHidden,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_4,summon,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_4,UnitStatusHidden,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_5,summon,zombie_summon_modifier_spawning_in_modifier_enabled_state_mask_5,DoNotDrawModel,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier_spawning_in_time,summon,zombie_summon_modifier_spawning_in_time,0.1,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,zombie_summon_modifier_zombie_spawn_forward_offset,summon,zombie_summon_modifier_zombie_spawn_forward_offset,100,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,ability_cast_delay,stat,ability_cast_delay,0.5,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,ability_channel_time,stat,ability_channel_time,9999,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,ability_charges,charge,ability_charges,1,charges,max_charges,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,ability_cooldown,cooldown,ability_cooldown,17,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,17,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,ability_cooldown_between_charge,cooldown,ability_cooldown_between_charge,4,seconds,charge_cooldown,1,,base ability state,,ability-defined,,,,,,4,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,air_speed_max,movement,air_speed_max,4.1,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,auto_channel_modifier,special_rule,auto_channel_modifier,IntrinsicBase,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_charged_shot,channel_move_speed,movement,channel_move_speed,1.5,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,damage,damage,damage,80,damage,spirit,1,value = 80 + 1 * spirit,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,fall_speed_max,movement,fall_speed_max,1.524,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,tech_cleave_expire_time,stat,tech_cleave_expire_time,0.2,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,ability_cast_delay,stat,ability_cast_delay,0.2,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,ability_cooldown,cooldown,ability_cooldown,25,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,25,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,ability_duration,stat,ability_duration,4,seconds,duration,1,,base ability state,,ability-defined,,,,,4,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,air_move_increase_percent,movement,air_move_increase_percent,25,percent,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,air_speed_max,movement,air_speed_max,6.64,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,alt_jump_speed,movement,alt_jump_speed,12,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,bullet_split_shot,stat,bullet_split_shot,5,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,fall_speed_max,movement,fall_speed_max,0.635,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,in_air_modifier,special_rule,in_air_modifier,AirRaid,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_rain_of_arrows,in_air_modifier_enabled_state_mask_1,stat,in_air_modifier_enabled_state_mask_1,DisableAirSpreadPenalty,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,in_air_modifier_enabled_state_mask_2,stat,in_air_modifier_enabled_state_mask_2,UnlimitedAirDashes,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,in_air_modifier_slow_modifier,crowd_control,in_air_modifier_slow_modifier,SlowBase,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_rain_of_arrows,jump_pitch,movement,jump_pitch,-60,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,jump_speed,movement,jump_speed,27.5,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,power_jump_modifier,movement,power_jump_modifier,PowerJump,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_rain_of_arrows,power_jump_modifier_air_drag,movement,power_jump_modifier_air_drag,2,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,power_jump_modifier_enabled_state_mask_1,movement,power_jump_modifier_enabled_state_mask_1,AbilityMovement,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,power_jump_modifier_enabled_state_mask_2,movement,power_jump_modifier_enabled_state_mask_2,ZiplineDisabled,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,power_jump_modifier_enabled_state_mask_3,movement,power_jump_modifier_enabled_state_mask_3,JumpDisabled,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,weapon_damage_bonus,damage,weapon_damage_bonus,3,damage,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,ability_cooldown,cooldown,ability_cooldown,34,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,34,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,arm_time,stat,arm_time,2,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,charged_shot_hit_radius_scale,charge,charged_shot_hit_radius_scale,30,multiplier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,damage,damage,damage,25,damage,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,debuff_modifier,crowd_control,debuff_modifier,ImmobilizeTrapDebuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_spirit_snare,glitch_modifier,special_rule,glitch_modifier,GlitchDebuff,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_spirit_snare,glitch_modifier_enabled_state_mask_1,stat,glitch_modifier_enabled_state_mask_1,Disarmed,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,glitch_modifier_enabled_state_mask_2,stat,glitch_modifier_enabled_state_mask_2,Silenced,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,glitch_modifier_enabled_state_mask_3,stat,glitch_modifier_enabled_state_mask_3,Muted,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,glitch_modifier_enabled_state_mask_4,stat,glitch_modifier_enabled_state_mask_4,Glitched,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,lifetime,stat,lifetime,22,seconds,duration,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,radius,targeting,radius,6.5,meters,range,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,skip_frames,stat,skip_frames,6,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,slow_percent,crowd_control,slow_percent,30,percent,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,tether_duration,crowd_control,tether_duration,2.25,seconds,duration,1,,base ability state,,ability-defined,,,,,2.25,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,tether_radius,crowd_control,tether_radius,6,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,trap_height,stat,trap_height,2,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,trip_gravity,stat,trip_gravity,0.4,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,trip_time,stat,trip_time,0.5,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,trip_up_speed,movement,trip_up_speed,6.35,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,ability_cast_delay,stat,ability_cast_delay,1.5,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,ability_channel_time,stat,ability_channel_time,20,seconds,duration,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,ability_cooldown,cooldown,ability_cooldown,125,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,125,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,bonus_tech_power_per_kill,stat,bonus_tech_power_per_kill,8,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,damage,damage,damage,230,damage,spirit,0.93744,value = 230 + 0.93744 * spirit,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,explosion_radius,targeting,explosion_radius,12,meters,range,1,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,guiding_modifier,special_rule,guiding_modifier,GuidingArrow,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_guided_owl,guiding_modifier_enabled_state_mask_1,stat,guiding_modifier_enabled_state_mask_1,JumpDisabled,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,guiding_modifier_enabled_state_mask_2,stat,guiding_modifier_enabled_state_mask_2,ZiplineDisabled,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,guiding_modifier_enabled_state_mask_3,stat,guiding_modifier_enabled_state_mask_3,DashDisabled,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,guiding_modifier_glow_enemey_modifier,special_rule,guiding_modifier_glow_enemey_modifier,LowHealthGlow,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_guided_owl,kill_check_modifier,special_rule,kill_check_modifier,KillcheckModifier,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
grey_talon_guided_owl,stun_duration,crowd_control,stun_duration,0.75,seconds,duration,1,,base ability state,,ability-defined,,,,,0.75,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,ability_cast_delay,stat,ability_cast_delay,0.2,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,ability_cooldown,cooldown,ability_cooldown,30,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,30,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,channel_move_speed,movement,channel_move_speed,1.3,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,damage,damage,damage,65,damage,spirit,2.2,value = 65 + 2.2 * spirit,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,does_not_break_invis,stat,does_not_break_invis,1,boolean,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,minimum_sleep_time,crowd_control,minimum_sleep_time,0.2,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,sleep_duration,crowd_control,sleep_duration,2.75,seconds,duration,1,,base ability state,,ability-defined,,,,,2.75,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,sleep_modifier,crowd_control,sleep_modifier,CitadelSleepDaggerAsleep,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_sleep_dagger,sleep_modifier_post_sleep_modifier,crowd_control,sleep_modifier_post_sleep_modifier,Postsleep,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_sleep_dagger,sleep_modifier_post_sleep_stamina_modifier,crowd_control,sleep_modifier_post_sleep_stamina_modifier,NoStamRecovery,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_sleep_dagger,sleep_modifier_post_sleep_bullet_shred_modifier,crowd_control,sleep_modifier_post_sleep_bullet_shred_modifier,BulletShredPostsleep,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_sleep_dagger,sleep_move_speed,crowd_control,sleep_move_speed,1.5,units_per_second,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,sleep_wake_up_delay,crowd_control,sleep_wake_up_delay,0.1,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,ability_cooldown,cooldown,ability_cooldown,33,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,33,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,ability_duration,stat,ability_duration,8,seconds,,,,base ability state,,ability-defined,,,,,8,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,buff_modifier,special_rule,buff_modifier,BuffModifier,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_smoke_bomb,full_invis_distance,stat,full_invis_distance,50,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,invis_alert_when_fading,stat,invis_alert_when_fading,1,flat,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,invis_fade_to_duration,stat,invis_fade_to_duration,1.5,seconds,,,,base ability state,,ability-defined,,,,,1.5,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,invis_modifier,special_rule,invis_modifier,SmokebombModifierInvis,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_smoke_bomb,phase_out_modifier,special_rule,phase_out_modifier,PhaseoutModifier,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_smoke_bomb,phase_out_modifier_enabled_state_mask_1,stat,phase_out_modifier_enabled_state_mask_1,Invulnerable,identifier,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,reveal_on_damage_duration,damage,reveal_on_damage_duration,1.5,seconds,,,,base ability state,,ability-defined,,,,,1.5,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,reveal_on_spotted_duration,stat,reveal_on_spotted_duration,0.5,seconds,,,,base ability state,,ability-defined,,,,,0.5,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,spotted_radius,targeting,spotted_radius,18,meters,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,ability_duration,stat,ability_duration,6,seconds,duration,1,,base ability state,,ability-defined,,,,,6,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,ability_unit_target_limit,targeting,ability_unit_target_limit,1,count,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,damage_bonus_fixed_per_stack,damage,damage_bonus_fixed_per_stack,0.2,damage,weapon_damage_increase,0,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,max_stacks,passive_proc,max_stacks,40,stacks,,,,base ability state,,ability-defined,,,,40,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,proc_damage,damage,proc_damage,0,damage,spirit,0,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,stacking_modifier,passive_proc,stacking_modifier,PassiveHazeStackingDamage,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_fixation,stacking_modifier_slow_modifier,crowd_control,stacking_modifier_slow_modifier,Slow,identifier,,,,base ability state,,ability-defined,,,,,,,,,medium,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Modifier-Verweis; die Modifier-Klasse selbst wurde nicht als ausformulierte Spielregel interpretiert.
haze_bullet_dance,ability_cast_delay,stat,ability_cast_delay,0.4,seconds,,,,base ability state,,ability-defined,,,,,,,,,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_bullet_dance,ability_cooldown,cooldown,ability_cooldown,165,seconds,cooldown,1,,base ability state,,ability-defined,,,,,,165,,,high,"[""HSRC-0004"",""HSRC-0008""]",
