ability_id,hero_id,name,ability_slot,ability_type,is_innate,is_passive,is_active,max_upgrade_level,base_cooldown,base_charge_count,charge_restore_time,cast_type,targeting_type,verified_patch,verified_date,confidence,source_ids,notes
shiv_slice_and_dice,shiv,Slice and Dice,2,active,false,false,true,3,16,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_shiv_dash.
shiv_bloodletting,shiv,Bloodletting,3,active,false,false,true,3,25,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_shiv_defer_damage.
shiv_killing_blow,shiv,Killing Blow,4,active,false,false,true,3,145,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_shiv_killing_blow.
silver_slam_fire,silver,Slam Fire,1,active,false,false,true,3,25,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_werewolf_unloadgun.
silver_boot_kick,silver,Boot Kick,2,channeled,false,false,true,3,21,,,channeled,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_werewolf_kickflip.
silver_entangling_bola,silver,Entangling Bola,3,active,false,false,true,3,23,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_werewolf_netshot.
silver_lycan_curse,silver,Lycan Curse,4,transformation,false,false,true,3,60,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_werewolf_transformation.
silver_go_for_the_throat,silver,Go For The Throat,transformation_1,transformation,false,false,true,3,6.5,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0003""]",Strukturierter Wiki-Schlüssel ability_werewolf_frenzy. Nur während Silvers Transformation verfügbar.
silver_mauling_leap,silver,Mauling Leap,transformation_2,transformation,false,false,true,3,16,,,channeled,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0003""]",Strukturierter Wiki-Schlüssel ability_werewolf_maulingleap. Nur während Silvers Transformation verfügbar.
silver_tail_whack,silver,Tail Whack,transformation_3,transformation,false,false,true,3,18,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0003""]",Strukturierter Wiki-Schlüssel ability_werewolf_cripplingslash. Nur während Silvers Transformation verfügbar.
sinclair_vexing_bolt,sinclair,Vexing Bolt,1,channeled,false,false,true,3,24,1,3,channeled,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_magician_magicbolt.
sinclair_spectral_assistant,sinclair,Spectral Assistant,2,summon,false,false,true,3,40,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_magician_cloneturret.
sinclair_rabbit_hex,sinclair,Rabbit Hex,3,active,false,false,true,3,26,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_magician_animalhexarea.
sinclair_audience_participation,sinclair,Audience Participation,4,active,false,false,true,3,85,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_magician_copyult.
the_doorman_call_bell,the_doorman,Call Bell,1,charged,false,false,true,3,18,1,7,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_doorman_bomb.
the_doorman_doorway,the_doorman,Doorway,2,active,false,false,true,3,45,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_doorman_doorway.
the_doorman_luggage_cart,the_doorman,Luggage Cart,3,active,false,false,true,3,30,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_doorman_luggage_cart.
the_doorman_hotel_guest,the_doorman,Hotel Guest,4,channeled,false,false,true,3,140,,,channeled,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_doorman_hotel.
venator_consecrating_grenade,venator,Consecrating Grenade,1,active,false,false,true,3,25,,,projectile,projectile,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_priest_flashbang.
venator_gutshot,venator,Gutshot,2,active,false,false,true,3,23,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_priest_knockback.
venator_hex_lined_snap_trap,venator,Hex-Lined Snap Trap,3,charged,false,false,true,3,28,2,8,projectile,projectile,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_priest_beartrap.
venator_ira_domini,venator,Ira Domini,4,active,false,false,true,3,160,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_priest_weaponswap.
victor_pain_battery,victor,Pain Battery,1,active,false,false,true,3,2,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_frank_shocktarget2.
victor_jumpstart,victor,Jumpstart,2,channeled,false,false,true,3,30,1,8,channeled,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_frank_selfzap.
victor_aura_of_suffering,victor,Aura of Suffering,3,toggle,false,false,true,3,2,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_frank_painaura.
victor_shocking_reanimation,victor,Shocking Reanimation,4,channeled,false,false,true,3,240,,,channeled,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_frank_revive.
vindicta_stake,vindicta,Stake,1,active,false,false,true,3,40,,,projectile,projectile,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_hornet_chain.
vindicta_flight,vindicta,Flight,2,channeled,false,false,true,3,42,,,channeled,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_hornet_leap.
vindicta_crow_familiar,vindicta,Crow Familiar,3,active,false,false,true,3,32,,,projectile,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_hornet_sting.
vindicta_assassinate,vindicta,Assassinate,4,charged,false,false,true,3,55,2,2.5,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_hornet_snipe.
viscous_splatter,viscous,Splatter,1,active,false,false,true,3,26,,,projectile,projectile,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel viscous_goo_grenade.
viscous_the_cube,viscous,The Cube,2,active,false,false,true,3,42,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel viscous_restorative_goo.
viscous_puddle_punch,viscous,Puddle Punch,3,charged,false,false,true,3,21,1,1.7,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel viscous_telepunch.
viscous_goo_ball,viscous,Goo Ball,4,active,false,false,true,3,150,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel viscous_goo_bowling_ball.
vyper_screwjab_dagger,vyper,Screwjab Dagger,1,charged,false,false,true,3,10,2,4,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_viper_debuffdagger.
vyper_lethal_venom,vyper,Lethal Venom,2,active,false,false,true,3,28,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_viper_venom.
vyper_slither,vyper,Slither,3,active,false,false,true,3,,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_viper_snakedash.
vyper_petrifying_bola,vyper,Petrifying Bola,4,active,false,false,true,3,105,,,projectile,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_viper_petrifybola.
warden_alchemical_flask,warden,Alchemical Flask,1,active,false,false,true,3,12,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_warden_crowd_control.
warden_willpower,warden,Willpower,2,active,false,false,true,3,40,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_warden_high_alert.
warden_binding_word,warden,Binding Word,3,active,false,false,true,3,34,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_warden_lock_down.
warden_last_stand,warden,Last Stand,4,active,false,false,true,3,180,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel ability_warden_riot_protocol.
wraith_card_trick,wraith,Card Trick,1,charged,false,false,true,3,0.6,2,,projectile,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_card_toss.
wraith_project_mind,wraith,Project Mind,2,active,false,false,true,3,46,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_projectmind.
wraith_full_auto,wraith,Full Auto,3,active,false,false,true,3,45,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_wraith_rapidfire.
wraith_telekinesis,wraith,Telekinesis,4,channeled,false,false,true,3,150,,,channeled,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_psychic_lift.
yamato_power_slash,yamato,Power Slash,1,active,false,false,true,3,12,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_power_slash.
yamato_flying_slash,yamato,Flying Slash,2,active,false,false,true,3,36,,,unit_or_point_target,structured_target,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_flying_strike.
yamato_crimson_slash,yamato,Crimson Slash,3,active,false,false,true,3,16,,,no_target,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_healing_slash.
yamato_shadow_transformation,yamato,Shadow Transformation,4,transformation,false,false,true,3,150,,,channeled,self_or_area,Minor Update - 08-22-2026,2026-09-02,high,"[""HSRC-0004"",""HSRC-0008""]",Strukturierter Wiki-Schlüssel citadel_ability_infinity_slash.
