ability_id,upgrade_id,upgrade_level,ability_point_cost,effect_reference,mechanic,operation,value,unit,condition,confidence,source_ids,notes
drifter_rend,drifter_rend_t1,1,1,drifter_rend::bonus_damage,bonus_damage,add,40,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_rend,drifter_rend_t2,2,2,drifter_rend::ability_cooldown,ability_cooldown,reduce_cooldown,-8,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_rend,drifter_rend_t3,3,5,drifter_rend::debuff_duration,debuff_duration,unlock,2,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_rend,drifter_rend_t3,3,5,drifter_rend::use_heavy_melee,use_heavy_melee,unlock,1,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_rend,drifter_rend_t3,3,5,drifter_rend::damage_heavy_melee,damage_heavy_melee,add,0,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=heavy_melee; coefficient=0.55.
drifter_rend,drifter_rend_t3,3,5,drifter_rend::damage_heavy_melee,damage_heavy_melee_heavy_melee_scaling,modify_scaling,0.55,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=heavy_melee.
drifter_rend,drifter_rend_t3,3,5,drifter_rend::damage,damage,add,0,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=melee; coefficient=0.
drifter_rend,drifter_rend_t3,3,5,drifter_rend::damage,damage_melee_scaling,modify_scaling,0,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=melee.
drifter_stalker_s_mark,drifter_stalker_s_mark_t1,1,1,drifter_stalker_s_mark::bullet_resist_reduction,bullet_resist_reduction,unlock,-8,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_stalker_s_mark,drifter_stalker_s_mark_t2,2,2,drifter_stalker_s_mark::ability_duration,ability_duration,add,3,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_stalker_s_mark,drifter_stalker_s_mark_t2,2,2,drifter_stalker_s_mark::ability_cooldown,ability_cooldown,reduce_cooldown,-10,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_stalker_s_mark,drifter_stalker_s_mark_t3,3,5,drifter_stalker_s_mark::dot_health_percent,dot_health_percent,add,1.5,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_stalker_s_mark,drifter_stalker_s_mark_t3,3,5,drifter_stalker_s_mark::heal_amp_receive_penalty_percent,heal_amp_receive_penalty_percent,unlock,-40,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_stalker_s_mark,drifter_stalker_s_mark_t3,3,5,drifter_stalker_s_mark::heal_amp_regen_penalty_percent,heal_amp_regen_penalty_percent,unlock,-40,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_bloodscent,drifter_bloodscent_t1,1,1,drifter_bloodscent::bonus_move_speed,bonus_move_speed,unlock,3,units_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_bloodscent,drifter_bloodscent_t2,2,2,drifter_bloodscent::heal_on_kill_pct,heal_on_kill_pct,add,24,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_bloodscent,drifter_bloodscent_t2,2,2,drifter_bloodscent::stamina_to_restore,stamina_to_restore,unlock,2,flat,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_bloodscent,drifter_bloodscent_t3,3,5,drifter_bloodscent::amp_damage_percent,amp_damage_percent,add,11,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_eternal_night,drifter_eternal_night_t1,1,1,drifter_eternal_night::bonus_sprint_speed,bonus_sprint_speed,add,10,units_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_eternal_night,drifter_eternal_night_t2,2,2,drifter_eternal_night::ability_cooldown,ability_cooldown,reduce_cooldown,-40,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_eternal_night,drifter_eternal_night_t3,3,5,drifter_eternal_night::ability_duration,ability_duration,add,2.5,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
drifter_eternal_night,drifter_eternal_night_t3,3,5,drifter_eternal_night::max_targets,max_targets,add,1,count,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_kinetic_pulse,dynamo_kinetic_pulse_t1,1,1,dynamo_kinetic_pulse::ability_charges,ability_charges,add_charge,1,charges,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_kinetic_pulse,dynamo_kinetic_pulse_t2,2,2,dynamo_kinetic_pulse::bullet_resist_reduction,bullet_resist_reduction,unlock,-15,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_kinetic_pulse,dynamo_kinetic_pulse_t2,2,2,dynamo_kinetic_pulse::slow_percent,slow_percent,unlock,30,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_kinetic_pulse,dynamo_kinetic_pulse_t2,2,2,dynamo_kinetic_pulse::slow_duration,slow_duration,unlock,4,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_kinetic_pulse,dynamo_kinetic_pulse_t3,3,5,dynamo_kinetic_pulse::damage,damage,add,135,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_kinetic_pulse,dynamo_kinetic_pulse_t3,3,5,dynamo_kinetic_pulse::stomp_range,stomp_range,add,20,meters,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_quantum_entanglement,dynamo_quantum_entanglement_t1,1,1,dynamo_quantum_entanglement::ability_cast_range,ability_cast_range,add,6,meters,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_quantum_entanglement,dynamo_quantum_entanglement_t2,2,2,dynamo_quantum_entanglement::ability_cooldown,ability_cooldown,reduce_cooldown,-6,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_quantum_entanglement,dynamo_quantum_entanglement_t3,3,5,dynamo_quantum_entanglement::reduce_debuffs,reduce_debuffs,unlock,50,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_quantum_entanglement,dynamo_quantum_entanglement_t3,3,5,dynamo_quantum_entanglement::charge_replenish,charge_replenish,unlock,1,charges,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_rejuvenating_aurora,dynamo_rejuvenating_aurora_t1,1,1,dynamo_rejuvenating_aurora::movement_speed_bonus,movement_speed_bonus,unlock,4,units_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_rejuvenating_aurora,dynamo_rejuvenating_aurora_t1,1,1,dynamo_rejuvenating_aurora::movement_speed_bonus_duration,movement_speed_bonus_duration,unlock,8,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_rejuvenating_aurora,dynamo_rejuvenating_aurora_t2,2,2,dynamo_rejuvenating_aurora::ability_cooldown,ability_cooldown,reduce_cooldown,-20,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_rejuvenating_aurora,dynamo_rejuvenating_aurora_t2,2,2,dynamo_rejuvenating_aurora::ability_channel_time,ability_channel_time,add,1,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_rejuvenating_aurora,dynamo_rejuvenating_aurora_t3,3,5,dynamo_rejuvenating_aurora::no_channel,no_channel,unlock,1,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_rejuvenating_aurora,dynamo_rejuvenating_aurora_t3,3,5,dynamo_rejuvenating_aurora::heal_max_health_percent,heal_max_health_percent,unlock,2.5,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_singularity,dynamo_singularity_t1,1,1,dynamo_singularity::vacuum_radius,vacuum_radius,add,2,meters,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_singularity,dynamo_singularity_t2,2,2,dynamo_singularity::ability_channel_time,ability_channel_time,add,0.75,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
dynamo_singularity,dynamo_singularity_t3,3,5,dynamo_singularity::dps_percent_health,dps_percent_health,unlock,6,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_jar_of_dead,graves_jar_of_dead_t1,1,1,graves_jar_of_dead::heal_per_pickup,heal_per_pickup,add,5,health,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.16.
graves_jar_of_dead,graves_jar_of_dead_t1,1,1,graves_jar_of_dead::heal_per_pickup,heal_per_pickup_spirit_scaling,modify_scaling,0.16,multiplier,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
graves_jar_of_dead,graves_jar_of_dead_t2,2,2,graves_jar_of_dead::slow_percent,slow_percent,unlock,30,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_jar_of_dead,graves_jar_of_dead_t2,2,2,graves_jar_of_dead::slow_duration,slow_duration,unlock,1,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_jar_of_dead,graves_jar_of_dead_t3,3,5,graves_jar_of_dead::skull_count,skull_count,add,2,count,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_jar_of_dead,graves_jar_of_dead_t3,3,5,graves_jar_of_dead::skull_lifetime,skull_lifetime,add,4,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_grasping_hands,graves_grasping_hands_t1,1,1,graves_grasping_hands::ability_duration,ability_duration,add,2,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_grasping_hands,graves_grasping_hands_t2,2,2,graves_grasping_hands::damage,damage,add,90,damage,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_grasping_hands,graves_grasping_hands_t2,2,2,graves_grasping_hands::zombie_wall_length,zombie_wall_length,add,10,meters,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_grasping_hands,graves_grasping_hands_t3,3,5,graves_grasping_hands::immobilize_duration,immobilize_duration,add,0.75,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_grasping_hands,graves_grasping_hands_t3,3,5,graves_grasping_hands::summon_count,summon_count,add,1,count,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_grasping_hands,graves_grasping_hands_t3,3,5,graves_grasping_hands::ability_cooldown,ability_cooldown,reduce_cooldown,-14,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_essence_theft,graves_essence_theft_t1,1,1,graves_essence_theft::max_stolen_spirit_resist,max_stolen_spirit_resist,add,5,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_essence_theft,graves_essence_theft_t2,2,2,graves_essence_theft::max_stolen_attack_damage,max_stolen_attack_damage,add,20,damage,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_essence_theft,graves_essence_theft_t3,3,5,graves_essence_theft::skull_build_up,skull_build_up,unlock,0.15,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_essence_theft,graves_essence_theft_t3,3,5,graves_essence_theft::zombie_melee_build_up,zombie_melee_build_up,unlock,0.15,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_essence_theft,graves_essence_theft_t3,3,5,graves_essence_theft::zombie_explosion_build_up,zombie_explosion_build_up,unlock,1,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_essence_theft,graves_essence_theft_t3,3,5,graves_essence_theft::max_stolen_targets,max_stolen_targets,add,1,count,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,graves_borrowed_decree_t1,1,1,graves_borrowed_decree::ability_cooldown,ability_cooldown,reduce_cooldown,-15,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,graves_borrowed_decree_t1,1,1,graves_borrowed_decree::move_speed_percent,move_speed_percent,unlock,25,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,graves_borrowed_decree_t2,2,2,graves_borrowed_decree::ability_duration,ability_duration,add,10,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,graves_borrowed_decree_t2,2,2,graves_borrowed_decree::summon_frequency,summon_frequency,subtract,-0.3,flat,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
graves_borrowed_decree,graves_borrowed_decree_t3,3,5,graves_borrowed_decree::current_health_damage_percentage,current_health_damage_percentage,unlock,5,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,grey_talon_charged_shot_t1,1,1,grey_talon_charged_shot::ability_charges,ability_charges,add_charge,1,charges,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,grey_talon_charged_shot_t2,2,2,grey_talon_charged_shot::damage,damage,add,54,damage,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,grey_talon_charged_shot_t3,3,5,grey_talon_charged_shot::ability_cooldown_between_charge,ability_cooldown_between_charge,reduce_cooldown,-3,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_charged_shot,grey_talon_charged_shot_t3,3,5,grey_talon_charged_shot::damage,damage,add,0,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=1.
grey_talon_charged_shot,grey_talon_charged_shot_t3,3,5,grey_talon_charged_shot::damage,damage_spirit_scaling,modify_scaling,1,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
grey_talon_rain_of_arrows,grey_talon_rain_of_arrows_t1,1,1,grey_talon_rain_of_arrows::weapon_damage_bonus,weapon_damage_bonus,add,3,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,grey_talon_rain_of_arrows_t1,1,1,grey_talon_rain_of_arrows::slow_percent,slow_percent,unlock,30,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,grey_talon_rain_of_arrows_t1,1,1,grey_talon_rain_of_arrows::slow_duration,slow_duration,unlock,1.5,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,grey_talon_rain_of_arrows_t2,2,2,grey_talon_rain_of_arrows::ability_cooldown,ability_cooldown,reduce_cooldown,-12,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,grey_talon_rain_of_arrows_t3,3,5,grey_talon_rain_of_arrows::bullet_lifesteal_percent,bullet_lifesteal_percent,unlock,30,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,grey_talon_rain_of_arrows_t3,3,5,grey_talon_rain_of_arrows::tech_lifesteal_percent,tech_lifesteal_percent,unlock,30,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_rain_of_arrows,grey_talon_rain_of_arrows_t3,3,5,grey_talon_rain_of_arrows::evasion_percent,evasion_percent,unlock,30,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,grey_talon_spirit_snare_t1,1,1,grey_talon_spirit_snare::ability_cooldown,ability_cooldown,reduce_cooldown,-20,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,grey_talon_spirit_snare_t2,2,2,grey_talon_spirit_snare::bullet_armor_reduction,bullet_armor_reduction,unlock,-15,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,grey_talon_spirit_snare_t2,2,2,grey_talon_spirit_snare::debuff_duration,debuff_duration,unlock,10,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,grey_talon_spirit_snare_t3,3,5,grey_talon_spirit_snare::tether_duration,tether_duration,add,1,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_spirit_snare,grey_talon_spirit_snare_t3,3,5,grey_talon_spirit_snare::radius,radius,add,1.5,meters,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,grey_talon_guided_owl_t1,1,1,grey_talon_guided_owl::damage,damage,add,85,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,grey_talon_guided_owl_t2,2,2,grey_talon_guided_owl::ability_cooldown,ability_cooldown,reduce_cooldown,-40,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
grey_talon_guided_owl,grey_talon_guided_owl_t3,3,5,grey_talon_guided_owl::low_health_enemy_threshold_pct,low_health_enemy_threshold_pct,unlock,22,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t1,1,1,haze_sleep_dagger::bullet_resist_reduction,bullet_resist_reduction,unlock,-10,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t1,1,1,haze_sleep_dagger::bullet_resist_reduction_duration,bullet_resist_reduction_duration,unlock,6,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t2,2,2,haze_sleep_dagger::sleep_duration,sleep_duration,add,1,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t2,2,2,haze_sleep_dagger::fixation_stacks,fixation_stacks,unlock,15,stacks,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t3,3,5,haze_sleep_dagger::ability_cooldown,ability_cooldown,reduce_cooldown,-17,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t3,3,5,haze_sleep_dagger::slow_percent,slow_percent,unlock,50,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t3,3,5,haze_sleep_dagger::ground_dash_reduction_percent,ground_dash_reduction_percent,unlock,-50,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_sleep_dagger,haze_sleep_dagger_t3,3,5,haze_sleep_dagger::debuff_duration,debuff_duration,unlock,3,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,haze_smoke_bomb_t1,1,1,haze_smoke_bomb::invis_move_speed_mod,invis_move_speed_mod,unlock,7,units_per_second,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,haze_smoke_bomb_t2,2,2,haze_smoke_bomb::ability_charges,ability_charges,add_charge,2,charges,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,haze_smoke_bomb_t2,2,2,haze_smoke_bomb::ability_cooldown_between_charge,ability_cooldown_between_charge,unlock,7,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,haze_smoke_bomb_t3,3,5,haze_smoke_bomb::bullet_lifesteal,bullet_lifesteal,unlock,50,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,haze_smoke_bomb_t3,3,5,haze_smoke_bomb::post_invis_buff_duration,post_invis_buff_duration,unlock,5,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_smoke_bomb,haze_smoke_bomb_t3,3,5,haze_smoke_bomb::dispel_on_use,dispel_on_use,unlock,1,flat,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,haze_fixation_t1,1,1,haze_fixation::proc_damage,proc_damage,add,40,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.8.
haze_fixation,haze_fixation_t1,1,1,haze_fixation::proc_damage,proc_damage_spirit_scaling,modify_scaling,0.8,multiplier,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
haze_fixation,haze_fixation_t1,1,1,haze_fixation::proc_damage_stack_count,proc_damage_stack_count,unlock,20,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,haze_fixation_t1,1,1,haze_fixation::slow_percent,slow_percent,unlock,15,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,haze_fixation_t1,1,1,haze_fixation::slow_duration,slow_duration,unlock,2,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,haze_fixation_t2,2,2,haze_fixation::ability_duration,ability_duration,add,5,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,haze_fixation_t2,2,2,haze_fixation::max_stacks,max_stacks,add,40,stacks,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_fixation,haze_fixation_t3,3,5,haze_fixation::damage_bonus_fixed_per_stack,damage_bonus_fixed_per_stack,add,0.11,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=weapon_damage_increase; coefficient=0.0003.
haze_fixation,haze_fixation_t3,3,5,haze_fixation::damage_bonus_fixed_per_stack,damage_bonus_fixed_per_stack_weapon_damage_increase_scaling,modify_scaling,0.0003,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=weapon_damage_increase.
haze_bullet_dance,haze_bullet_dance_t1,1,1,haze_bullet_dance::weapon_damage_bonus,weapon_damage_bonus,add,7,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_bullet_dance,haze_bullet_dance_t2,2,2,haze_bullet_dance::bonus_fire_rate,bonus_fire_rate,add,10,percent,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_bullet_dance,haze_bullet_dance_t2,2,2,haze_bullet_dance::channel_move_speed,channel_move_speed,add,3,units_per_second,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_bullet_dance,haze_bullet_dance_t3,3,5,haze_bullet_dance::evasion_percent,evasion_percent,add,40,percent,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
haze_bullet_dance,haze_bullet_dance_t3,3,5,haze_bullet_dance::ability_cooldown,ability_cooldown,reduce_cooldown,-65,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_powder_keg,holliday_powder_keg_t1,1,1,holliday_powder_keg::ability_cooldown,ability_cooldown,reduce_cooldown,-10,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_powder_keg,holliday_powder_keg_t2,2,2,holliday_powder_keg::ability_charges,ability_charges,add_charge,1,charges,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_powder_keg,holliday_powder_keg_t3,3,5,holliday_powder_keg::impact_damage,impact_damage,add,40,damage,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.25.
holliday_powder_keg,holliday_powder_keg_t3,3,5,holliday_powder_keg::impact_damage,impact_damage_spirit_scaling,modify_scaling,0.25,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
holliday_powder_keg,holliday_powder_keg_t3,3,5,holliday_powder_keg::dps,dps,add,13.3333,damage_per_second,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Structured scaling attribute=spirit; coefficient=0.083333.
holliday_powder_keg,holliday_powder_keg_t3,3,5,holliday_powder_keg::dps,dps_spirit_scaling,modify_scaling,0.083333,multiplier,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",Atomar vom Basiswert getrennte Skalierungsänderung; structured attribute=spirit.
holliday_powder_keg,holliday_powder_keg_t3,3,5,holliday_powder_keg::ability_cooldown_between_charge,ability_cooldown_between_charge,reduce_cooldown,-5,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_bounce_pad,holliday_bounce_pad_t1,1,1,holliday_bounce_pad::ability_cooldown,ability_cooldown,reduce_cooldown,-10,seconds,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_bounce_pad,holliday_bounce_pad_t2,2,2,holliday_bounce_pad::speed_on_land,speed_on_land,unlock,4,units_per_second,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_bounce_pad,holliday_bounce_pad_t2,2,2,holliday_bounce_pad::speed_on_land_duration,speed_on_land_duration,unlock,4,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_bounce_pad,holliday_bounce_pad_t3,3,5,holliday_bounce_pad::stomp_stun_duration,stomp_stun_duration,unlock,0.7,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_crackshot,holliday_crackshot_t1,1,1,holliday_crackshot::fading_slow_percent,fading_slow_percent,add,25,percent,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_crackshot,holliday_crackshot_t2,2,2,holliday_crackshot::damage,damage,add,49.5,damage,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_crackshot,holliday_crackshot_t3,3,5,holliday_crackshot::ability_cooldown_per_headshot,ability_cooldown_per_headshot,reduce_cooldown,-6,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_crackshot,holliday_crackshot_t3,3,5,holliday_crackshot::ability_cooldown_per_headshot_npc,ability_cooldown_per_headshot_npc,reduce_cooldown,-3,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_spirit_lasso,holliday_spirit_lasso_t1,1,1,holliday_spirit_lasso::damage,damage,add,80,damage,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_spirit_lasso,holliday_spirit_lasso_t2,2,2,holliday_spirit_lasso::ability_duration,ability_duration,add,0.75,seconds,tier 2 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
holliday_spirit_lasso,holliday_spirit_lasso_t3,3,5,holliday_spirit_lasso::ability_cooldown,ability_cooldown,reduce_cooldown,-40,seconds,tier 3 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
infernus_napalm,infernus_napalm_t1,1,1,infernus_napalm::ability_charges,ability_charges,add_charge,1,charges,tier 1 purchased,high,"[""HSRC-0004"",""HSRC-0008""]",
